"company","id","isExpired","jobType","jobType.0","jobType.1","jobType.2","jobType.3","jobType.4","jobType.5","jobType.6","location","positionName","postedAt","postingDateParsed","rating","reviewsCount","salary","scrapedAt","searchInput.country","searchInput.position","urlInput"
"SPS COMMERCE","8c4d8fcbcec848c5","false",NA,"Fulltime","","","","","","","3621 Breukelen","Customer Support Team Leader","23 dagen geleden",NA,3.6,83,"","2024-08-09T18:41:31.036Z","NL","Data Analyst",NA
"Swietelsky Rail Benelux","1a20e4142ed2c32e","false",NA,"Fulltime","","","","","","","5061 Oisterwijk","Business Analist","22 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:30.979Z","NL","Data Analyst",NA
"NIBC","5861ba6a27f9eae6","false",NA,"Fulltime","","","","","","","Den Haag","Lead Data Engineer","23 dagen geleden",NA,3.7,3,"","2024-08-09T18:41:32.059Z","NL","Data Analyst",NA
"Infosys","592acc1657b54b4c","false",NA,"","","","","","","","Amsterdam","Technology Analyst - Data Centre Engineer - Amsterdam, Netherlands","25 dagen geleden",NA,3.8,16281,"","2024-08-09T18:41:32.078Z","NL","Data Analyst",NA
"IMC Financial Markets","5efee80fa049976c","false",NA,"Fulltime","","","","","","","Amsterdam","Python Software Engineer","23 dagen geleden",NA,4.5,15,"","2024-08-09T18:41:32.119Z","NL","Data Analyst",NA
"Essent","e9ae9277efb868d8","false",NA,"","","","","","","","5211 Den Bosch","Financieel Analist","24 dagen geleden",NA,4,23,"€ 3.688 - € 5.734 per maand","2024-08-09T18:41:32.360Z","NL","Data Analyst",NA
"Hiltermann Lease BV","631da271e287fc3e","false",NA,"Fulltime","","","","","","","Hoofddorp","Data Analist","22 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:32.734Z","NL","Data Analyst",NA
"de Bijenkorf","97c5bd8659dbd62c","false",NA,"","","","","","","","Amsterdam","Senior Commercieel Analist","24 dagen geleden",NA,3.7,94,"€ 6.000 per maand","2024-08-09T18:41:32.832Z","NL","Data Analyst",NA
"Antenna","fd153e81b32a9e14","false",NA,"Fulltime","","","","","","","2771 Boskoop","Business analist","23 dagen geleden",NA,4.1,8,"€ 4.500 per maand","2024-08-09T18:41:32.856Z","NL","Data Analyst",NA
"CJG Capelle aan den IJssel","66c6f3a26c361ac4","false",NA,"Parttime","Fulltime","","","","","","2905 Capelle aan den IJssel","Accountmanager Zorginkoop","23 dagen geleden",NA,NA,NA,"€ 3.352 - € 5.036 per maand","2024-08-09T18:41:32.941Z","NL","Data Analyst",NA
"Devoteam","0d62ab887da4953a","false",NA,"Fulltime","","","","","","","Amsterdam","Business Analist Overheid","21 dagen geleden",NA,3.6,147,"","2024-08-09T18:41:33.040Z","NL","Data Analyst",NA
"VvAA","a210f3c0783abfad","false",NA,"","","","","","","","Utrecht","Data Engineer","23 dagen geleden",NA,4.1,22,"€ 5.000 - € 6.300 per maand","2024-08-09T18:41:33.101Z","NL","Data Analyst",NA
"Picnic","700e629e9b8dcd5c","false",NA,"","","","","","","","Amsterdam","Growth Marketing Analyst","25 dagen geleden",NA,3.1,503,"","2024-08-09T18:41:33.074Z","NL","Data Analyst",NA
"Gom","2e0df8780bf380ce","false",NA,"Parttime","","","","","","","3115 Schiedam","HR Data Analist","23 dagen geleden",NA,3.4,157,"€ 4.300 - € 5.000 per maand","2024-08-09T18:41:33.347Z","NL","Data Analyst",NA
"Rabobank","ef7f4c337ca892c8","false",NA,"Fulltime","","","","","","","3521 Utrecht","Solution Architect","23 dagen geleden",NA,3.9,1426,"","2024-08-09T18:41:33.920Z","NL","Data Analyst",NA
"Europol","1be6229029f60d23","false",NA,"Fulltime","","","","","","","2517 Den Haag","Senior Specialist – Data Quality & Compliance, Analysis and Strategic Coordination Unit (job not limited to law enforcement candidates)","24 dagen geleden",NA,4.3,13,"€ 7.261,98 per maand","2024-08-09T18:41:34.077Z","NL","Data Analyst",NA
"VvAA Groep B.V.","f3e9df47a1975354","false",NA,"Fulltime","","","","","","","3528 Utrecht","Data Engineer","23 dagen geleden",NA,NA,NA,"€ 5.000 - € 6.300 per maand","2024-08-09T18:41:34.319Z","NL","Data Analyst",NA
"Rabobank","ee9f5eb8738887f2","false",NA,"Fulltime","","","","","","","3521 Utrecht","Technical Business Analyst Analytics Platform","25 dagen geleden",NA,3.9,1426,"","2024-08-09T18:41:34.516Z","NL","Data Analyst",NA
"State Street","226423b54309255a","false",NA,"Fulltime","","","","","","","Amsterdam","Financial and Regulatory reporting analyst, Senior Associate","23 dagen geleden",NA,3.5,3165,"","2024-08-09T18:41:34.643Z","NL","Data Analyst",NA
"NHL Stenden","9121ca89e9087781","false",NA,"Fulltime","","","","","","","8917 Leeuwarden","Data warehouse/Data Lake specialist","24 dagen geleden",NA,NA,NA,"€ 5.019,73 per maand","2024-08-09T18:41:36.462Z","NL","Data Analyst",NA
"Rabobank","08265231920c6cea","false",NA,"Fulltime","","","","","","","3521 Utrecht","Senior Developer Azure & Databricks Analytics Platform","25 dagen geleden",NA,3.9,1426,"","2024-08-09T18:41:37.516Z","NL","Data Analyst",NA
"Brunel Nederland B.V.","ad0ef59c1998ed77","false",NA,"","","","","","","","2629 Delft","Data Engineer","21 dagen geleden",NA,3.9,224,"","2024-08-09T18:41:37.658Z","NL","Data Analyst",NA
"MR MARVIS","357cbfb905ce2704","false",NA,"Fulltime","","","","","","","Amsterdam","Senior Web Developer","24 dagen geleden",NA,5,6,"","2024-08-09T18:41:37.844Z","NL","Data Analyst",NA
"Mobilee management & advies","5727413c4287b507","false",NA,"Vaste baan","Parttime","Fulltime","","","","","3528 Utrecht","Data Consultant","25 dagen geleden",NA,4.9,15,"€ 3.000 - € 6.700 per maand","2024-08-09T18:41:38.140Z","NL","Data Analyst",NA
"Corbion","ec3460e4832541a7","false",NA,"Fulltime","","","","","","","Gorinchem","QC Laborant - Chemisch Analist","21 dagen geleden",NA,3.2,86,"","2024-08-09T18:41:38.184Z","NL","Data Analyst",NA
"Applied Medical Europe B.V.","bc1f731e95405968","false",NA,"Fulltime","","","","","","","3815 Amersfoort","HR Data Analyst (32-40h)","24 dagen geleden",NA,3.1,325,"","2024-08-09T18:41:38.332Z","NL","Data Analyst",NA
"Mondelēz International","857025d884846af0","false",NA,"Fulltime","","","","","","","Breda","Senior Consumer Marketing Insights Analyst for Benelux","24 dagen geleden",NA,3.9,5801,"","2024-08-09T18:41:38.359Z","NL","Data Analyst",NA
"TCC Global","e591589d20458108","false",NA,"Fulltime","","","","","","","Amsterdam","Data Analyst","24 dagen geleden",NA,3.9,7,"","2024-08-09T18:41:38.433Z","NL","Data Analyst",NA
"NIBC","9c7e7d12a0d239a5","false",NA,"Fulltime","","","","","","","Den Haag","DevOps Engineer Market Risk","23 dagen geleden",NA,3.7,3,"","2024-08-09T18:41:38.565Z","NL","Data Analyst",NA
"Ampère","2f66963bb668843e","false",NA,"Fulltime","","","","","","","3542 Utrecht","Data Analyst Fraude","24 dagen geleden",NA,NA,NA,"€ 40.000 - € 55.000 per jaar","2024-08-09T18:41:38.592Z","NL","Data Analyst",NA
"Avery Dennison","4cc5ad49105c7329","false",NA,"Fulltime","","","","","","","2342 Oegstgeest","Demand Analyst","22 dagen geleden",NA,3.8,1325,"","2024-08-09T18:41:38.769Z","NL","Data Analyst",NA
"Rabobank","6e54fc462ee3af88","false",NA,"Fulltime","","","","","","","3521 Utrecht","Lead Azure Platform Engineer","25 dagen geleden",NA,3.9,1426,"","2024-08-09T18:41:39.043Z","NL","Data Analyst",NA
"ReMark","3bb14b9b139efcd3","false",NA,"","","","","","","","Rotterdam","Security Administrator","25 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:39.073Z","NL","Data Analyst",NA
"SurePay","0d36bee9fb29fb1b","false",NA,"Fulltime","","","","","","","Utrecht","Innovation Manager / Senior Business Analyst","25 dagen geleden",NA,5,3,"","2024-08-09T18:41:42.423Z","NL","Data Analyst",NA
"LePub","3771bb7ef881cb06","false",NA,"Fulltime","","","","","","","1017 Amsterdam Centrum","Senior Consumer Insights Analyst","23 dagen geleden",NA,3.6,505,"","2024-08-09T18:41:42.527Z","NL","Data Analyst",NA
"GXO Logistics","28d058de8c9ae465","false",NA,"","","","","","","","Eindhoven","Logistic Sales Analyst","22 dagen geleden",NA,2.8,1730,"","2024-08-09T18:41:42.663Z","NL","Data Analyst",NA
"Deutsche Bank","19c85b621ecba4ed","false",NA,"Parttime","Fulltime","","","","","","Amsterdam","Sales Coverage Support Senior Analyst, AVP","26 dagen geleden",NA,3.8,3401,"","2024-08-09T18:41:42.870Z","NL","Data Analyst",NA
"Excelerate360","2873cfd22c671812","false",NA,"Fulltime","","","","","","","Zwijndrecht","Data Engineer","23 dagen geleden",NA,NA,NA,"€ 40.000 - € 60.000 per jaar","2024-08-09T18:41:42.935Z","NL","Data Analyst",NA
"NielsenIQ","7cfbec7747373fad","false",NA,"Fulltime","","","","","","","Amstelveen","Senior Analyst","24 dagen geleden",NA,3.7,123,"","2024-08-09T18:41:43.134Z","NL","Data Analyst",NA
"Smartphonehoesjes.nl","5aa6e9d683d3293d","false",NA,"Fulltime","","","","","","","3833 Leusden","Data Analist","23 dagen geleden",NA,4.5,56,"€ 3.538 - € 5.054 per maand","2024-08-09T18:41:43.465Z","NL","Data Analyst",NA
"Geo-ICT Training Center, Nederland","ff1e0ceab7e4e835","false",NA,"Vaste baan","Parttime","Uitzicht op vast","Fulltime","","","","Nederland","Traineeship Geo-ICT","21 dagen geleden",NA,NA,NA,"Vanaf € 2.500 per maand","2024-08-09T18:41:44.051Z","NL","Data Analyst",NA
"Adesso Nederland","770b293e8e1c9a6b","false",NA,"Vaste baan","Parttime","Fulltime","","","","","Nieuwegein","Data management consultant","22 dagen geleden",NA,NA,NA,"€ 5.500 - € 7.000 per maand","2024-08-09T18:41:44.555Z","NL","Data Analyst",NA
"Happy Horizon","83e3cfb4b019d4e3","false",NA,"Parttime","Fulltime","","","","","","Eindhoven","Junior Data & Analytics Specialist","30 dagen geleden",NA,4.5,2,"","2024-08-09T18:41:45.117Z","NL","Data Analyst",NA
"PMT Groep BV","24e109b7e9b7a285","false",NA,"Parttime","Fulltime","","","","","","Randstad","TRAINEESHIP CONSULTANCY - Randstad - 32 tot 40 uur per week","27 dagen geleden",NA,NA,NA,"€ 2.600 per maand","2024-08-09T18:41:45.143Z","NL","Data Analyst",NA
"Guidion","36874f96b2ac2d31","false",NA,"Fulltime","","","","","","","Amsterdam","Compliance en Kwaliteit Analyst","24 dagen geleden",NA,3.3,29,"€ 3.827 - € 4.500 per maand","2024-08-09T18:41:45.234Z","NL","Data Analyst",NA
"Zandbergen World's Finest Meat","4ce6b6181281ec78","false",NA,"Fulltime","","","","","","","Zoeterwoude","Power BI en ERP Engineer","23 dagen geleden",NA,4,3,"€ 4.000 - € 5.000 per maand","2024-08-09T18:41:45.310Z","NL","Data Analyst",NA
"Ecom Cocoa Theobroma B.V.","7c375a7d2a747066","false",NA,"Full-time","","","","","","","1047 Amsterdam Westpoort","Commercial Assistant","24 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:45.644Z","NL","Data Analyst",NA
"Intercontinental Exchange Holdings, Inc.","dc8555bfbc3aacd6","false",NA,"Fulltime","","","","","","","1101 Amsterdam-Zuidoost","Analyst, Market Supervision","30+ dagen geleden",NA,3.3,138,"","2024-08-09T18:41:45.774Z","NL","Data Analyst",NA
"SCANIA","114f93ceaa55dfb6","false",NA,"","","","","","","","Meppel","Business Analist","30 dagen geleden",NA,4.1,1090,"€ 4.035 - € 5.623 per maand","2024-08-09T18:41:45.880Z","NL","Data Analyst",NA
"Ministerie van Defensie","6250c0344f68bb9f","false",NA,"Fulltime","Bepaalde tijd","","","","","","Utrecht","Informatie Manager bij het Munitiebedrijf van Defensie","21 dagen geleden",NA,4,481,"","2024-08-09T18:41:46.211Z","NL","Data Analyst",NA
"Nieuwestroom","192e39c75fead967","false",NA,"Fulltime","","","","","","","Maastricht","Business Analist m/v","22 dagen geleden",NA,4.7,7,"€ 4.000 - € 5.500 per maand","2024-08-09T18:41:46.319Z","NL","Data Analyst",NA
"KPN","e7bcc05bffd06fd5","false",NA,"","","","","","","","Zoetermeer","Financieel Analist","23 dagen geleden",NA,3.9,751,"€ 3.998 - € 6.202 per maand","2024-08-09T18:41:46.346Z","NL","Data Analyst",NA
"The Trainee Company","598fc78703831df4","false",NA,"Fulltime","","","","","","","Nederland","Business Analist","30 dagen geleden",NA,4.5,8,"€ 2.600 - € 2.800 per maand","2024-08-09T18:41:46.472Z","NL","Data Analyst",NA
"Wikimedia Foundation","fff4377cc3f03cb7","false",NA,"","","","","","","","Amsterdam","Software Engineer, Trust and Safety Product","23 dagen geleden",NA,3.7,15,"","2024-08-09T18:41:46.727Z","NL","Data Analyst",NA
"Burg Azijn B.V.","bfb3dc4b485a95d2","false",NA,"Fulltime","","","","","","","Heerhugowaard","Commercial Analyst","23 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:46.918Z","NL","Data Analyst",NA
"Broekhuis","bf24b55dc8ba281a","false",NA,"Parttime","Fulltime","","","","","","3882 Putten","Data Analist","30 dagen geleden",NA,4,4,"","2024-08-09T18:41:47.661Z","NL","Data Analyst",NA
"Crunch Analytics","4fa14482536ccb01","false",NA,"Fulltime","","","","","","","Rotterdam","Data Engineer","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:41:47.723Z","NL","Data Analyst",NA
"1801 jeugd & onderwijsadvies","a0f1934facac4dbe","false",NA,"Fulltime","Bepaalde tijd","","","","","","Zoetermeer","Applicatiebeheerder/data-analist","21 dagen geleden",NA,NA,NA,"€ 2.945 - € 4.419 per maand","2024-08-09T18:41:47.952Z","NL","Data Analyst",NA
"Kraft Heinz Company","9024c408698354ba","false",NA,"Fulltime","","","","","","","1018 Amsterdam Centrum","Senior Analyst – Global Finance Transformation","30+ dagen geleden",NA,3.5,5082,"","2024-08-09T18:41:48.251Z","NL","Data Analyst",NA
"Meijers Assurantiën","e1efdb6724354217","false",NA,"Fulltime","","","","","","","Amstelveen","IT Business Analist (voertaal is Nederlands)","30+ dagen geleden",NA,4,25,"€ 3.161 - € 5.109 per maand","2024-08-09T18:41:48.815Z","NL","Data Analyst",NA
"Berenschot","a8b244cd5d7d9d5d","false",NA,"Bepaalde tijd","","","","","","","3528 Utrecht","Business analist","28 dagen geleden",NA,4.1,10,"","2024-08-09T18:41:48.914Z","NL","Data Analyst",NA
"IDEXX","04c00ec04b54c69f","false",NA,"Fulltime","","","","","","","2132 Hoofddorp","Salesforce Business Analyst","28 dagen geleden",NA,3.3,753,"","2024-08-09T18:41:49.355Z","NL","Data Analyst",NA
"Erasmus MC","579b3588cd5d9a9f","false",NA,"Parttime","Fulltime","","","","","","Rotterdam","Business analist HR","28 dagen geleden",NA,3.9,88,"€ 4.678 - € 6.402 per maand","2024-08-09T18:41:49.437Z","NL","Data Analyst",NA
"Scotch & Soda","0f66c31c60ec0267","false",NA,"Parttime","","","","","","","Amsterdam","E-Commerce/Retail Planner & Analyst","30 dagen geleden",NA,3.6,100,"","2024-08-09T18:41:49.951Z","NL","Data Analyst",NA
"VeiligheidNL","f09c60cbba409e22","false",NA,"Parttime","Fulltime","","","","","","Amsterdam","(junior) Data Analist Verkeersveiligheid (32-36 uur)","29 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:49.989Z","NL","Data Analyst",NA
"Rabobank","c9bc3b12ee7ea7cf","false",NA,"Fulltime","","","","","","","3521 Utrecht","Business Analist","30+ dagen geleden",NA,3.9,1426,"","2024-08-09T18:41:50.043Z","NL","Data Analyst",NA
"Talpa Network","5f53203258ce8ab0","false",NA,"","","","","","","","Hilversum","Yield Analist","30+ dagen geleden",NA,3,2,"","2024-08-09T18:41:50.144Z","NL","Data Analyst",NA
"Mepal","2e3fbec9ad96fd33","false",NA,"Parttime","Fulltime","","","","","","Lochem","Data Analist","30 dagen geleden",NA,4,4,"","2024-08-09T18:41:50.324Z","NL","Data Analyst",NA
"The Trainee Company","c173cdd650d5356d","false",NA,"Fulltime","","","","","","","Nederland","Traineeship Data & Analytics","30 dagen geleden",NA,4.5,8,"€ 2.600 - € 2.800 per maand","2024-08-09T18:41:50.299Z","NL","Data Analyst",NA
"DPG Media","ff7987b7020a1550","false",NA,"Fulltime","","","","","","","Rotterdam","Medior Data Engineer","30+ dagen geleden",NA,3.1,28,"","2024-08-09T18:41:50.531Z","NL","Data Analyst",NA
"Alfa Accountants en Adviseurs","4379d7447eb9fdab","false",NA,"Parttime","Fulltime","","","","","","Wageningen","Business analist","29 dagen geleden",NA,4.7,26,"","2024-08-09T18:41:50.508Z","NL","Data Analyst",NA
"CLEVER°FRANKE","367f7540477dd872","false",NA,"Parttime","Fulltime","","","","","","Utrecht","Full Stack Developer","29 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:50.433Z","NL","Data Analyst",NA
"Roxit","30fcefedd6983bae","false",NA,"Uitzicht op vast","","","","","","","6842 Arnhem","Informatie Analist","30 dagen geleden",NA,4.5,2,"","2024-08-09T18:41:50.677Z","NL","Data Analyst",NA
"Q8","f676c0f9e48c40a4","false",NA,"Fulltime","","","","","","","Rotterdam","Senior Functioneel Analyst","30+ dagen geleden",NA,3.7,96,"","2024-08-09T18:41:51.211Z","NL","Data Analyst",NA
"FrieslandCampina","e4b97d599b34a125","false",NA,"Parttime","Fulltime","","","","","","Amersfoort","People Analytics Manager","30 dagen geleden",NA,4,484,"","2024-08-09T18:41:51.402Z","NL","Data Analyst",NA
"Nederlandse Voedsel- en Warenautoriteit (NVWA)","ab01f6b9c65d0ef3","false",NA,"Parttime","Uitzicht op vast","Fulltime","Bepaalde tijd","","","","Nederland","Intelligence Analist","30+ dagen geleden",NA,4.1,7,"","2024-08-09T18:41:52.339Z","NL","Data Analyst",NA
"PostNL","d8a022f0cb636883","false",NA,"Stage","","","","","","","Den Haag","Internship Business Intelligence Logistics","30+ dagen geleden",NA,3.5,1821,"","2024-08-09T18:41:52.929Z","NL","Data Analyst",NA
"Stage Entertainment","6d5980e2a9683e0b","false",NA,"Fulltime","","","","","","","Amsterdam","Group UX Specialist","29 dagen geleden",NA,3.2,11,"","2024-08-09T18:41:53.835Z","NL","Data Analyst",NA
"Roxit B.V.","b8c7d13c3ba46cb5","false",NA,"Uitzicht op vast","","","","","","","8017 Zwolle","Informatie analist","28 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:53.982Z","NL","Data Analyst",NA
"Libra Energy B.V.","3e144aa78982ef93","false",NA,"Fulltime","","","","","","","1951 Velsen-Noord","Junior Business Analist","29 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:54.222Z","NL","Data Analyst",NA
"Jack Link's Protein Snacks","6d7e753b6ab568b3","false",NA,"Fulltime","","","","","","","1013 Amsterdam","Junior Financial Analyst","29 dagen geleden",NA,3.2,281,"","2024-08-09T18:41:54.300Z","NL","Data Analyst",NA
"Mileway","5010f536ee2ae275","false",NA,"","","","","","","","Amsterdam","FP&A Analyst Financial Planning and Analysis Amsterdam","29 dagen geleden",NA,NA,NA,"","2024-08-09T18:41:54.518Z","NL","Data Analyst",NA
"Hypoport B.V.","5a0f7f0ea10a1ed0","false",NA,"","","","","","","","Amsterdam","Front-end .Net Developer","30+ dagen geleden",NA,NA,NA,"","2024-08-09T18:41:54.802Z","NL","Data Analyst",NA
"Wolters Kluwer","6ff078c5077c1045","false",NA,"Fulltime","","","","","","","Hoevelaken","Management Traineeship @ Wolters Kluwer Benelux","29 dagen geleden",NA,3.6,1012,"","2024-08-09T18:41:54.829Z","NL","Data Analyst",NA
"HousingAnywhere","9f196c2e4c7574d8","false",NA,"","","","","","","","Rotterdam","Senior Analytics Engineer","30+ dagen geleden",NA,3.1,7,"","2024-08-09T18:41:54.930Z","NL","Data Analyst",NA
"NIBC","deb0ef10bc88b8d4","false",NA,"Fulltime","","","","","","","Den Haag","Senior Business Analyst IT - Savings","30+ dagen geleden",NA,3.7,3,"","2024-08-09T18:41:55.053Z","NL","Data Analyst",NA
"Kyndryl","6fadf531654ab840","false",NA,"Fulltime","","","","","","","Hoofddorp","Technical Specialist Security & Cyber Resiliency","29 dagen geleden",NA,3.6,223,"","2024-08-09T18:41:54.952Z","NL","Data Analyst",NA
"Fugro","623a61ebe39e7e29","false",NA,"Fulltime","","","","","","","Leidschendam","Senior Information Security Officer - Security Policies","30+ dagen geleden",NA,3.8,642,"","2024-08-09T18:41:55.138Z","NL","Data Analyst",NA
"NIBC","36a864f25fddc91e","false",NA,"Fulltime","","","","","","","Den Haag","Senior Salesforce Engineer - Savings","30+ dagen geleden",NA,3.7,3,"","2024-08-09T18:41:55.029Z","NL","Data Analyst",NA
"Stage Entertainment","028ca2306ddcb6b9","false",NA,"Fulltime","","","","","","","Amsterdam","Group CRO specialist","30 dagen geleden",NA,3.2,11,"","2024-08-09T18:41:55.112Z","NL","Data Analyst",NA
"PVH","a72a445c76f3484a","false",NA,"Fulltime","","","","","","","1013 Amsterdam","Senior Specialist, Consumer Insights","30 dagen geleden",NA,3.7,1001,"","2024-08-09T18:41:55.333Z","NL","Data Analyst",NA
"Alliander","388c3494080c570e","false",NA,"Fulltime","","","","","","","6812 Arnhem","Medior/Senior Full Stack Developer","25 dagen geleden",NA,4,63,"€ 4.274 - € 7.079 per maand","2024-08-09T18:41:56.228Z","NL","Data Analyst",NA
